Crop,Year,Site_crop_yr,Rep,Site_Crop_Yr,EU,Soil,Herb,Canopy,Biomass,Biomass_kg
Corn,2019,ARL_CN_19,1,ARL_CN_19,103,CC,FO50,,8.1,290.50164
Corn,2019,ARL_CN_19,1,ARL_CN_19,105,CC,IM50,,7.7,276.15588
Corn,2019,ARL_CN_19,1,ARL_CN_19,109,CC,FO25,,8.3,297.67452
Corn,2019,ARL_CN_19,1,ARL_CN_19,112,CC,IM25,,6.4,229.53216
Corn,2019,ARL_CN_19,1,ARL_CN_19,114,CC,CTRL,,6.9,247.46436
Corn,2019,ARL_CN_19,2,ARL_CN_19,203,CC,IM50,,7.5,268.983
Corn,2019,ARL_CN_19,2,ARL_CN_19,205,CC,FO25,,13.7,491.34228
Corn,2019,ARL_CN_19,2,ARL_CN_19,209,CC,FO50,,7.7,276.15588
Corn,2019,ARL_CN_19,2,ARL_CN_19,212,CC,CTRL,,8.2,294.08808
Corn,2019,ARL_CN_19,2,ARL_CN_19,214,CC,IM25,,3.1,111.17964
Corn,2019,ARL_CN_19,3,ARL_CN_19,303,CC,FO25,,9.5,340.7118
Corn,2019,ARL_CN_19,3,ARL_CN_19,305,CC,IM25,,7,251.0508
Corn,2019,ARL_CN_19,3,ARL_CN_19,309,CC,CTRL,,9,322.7796
Corn,2019,ARL_CN_19,3,ARL_CN_19,312,CC,IM50,,9.5,340.7118
Corn,2019,ARL_CN_19,3,ARL_CN_19,314,CC,FO50,,5.7,204.42708
Corn,2019,ARL_CN_19,4,ARL_CN_19,403,CC,IM25,,9.5,340.7118
Corn,2019,ARL_CN_19,4,ARL_CN_19,405,CC,IM50,,11.6,416.02704
Corn,2019,ARL_CN_19,4,ARL_CN_19,409,CC,FO25,,11.7,419.61348
Corn,2019,ARL_CN_19,4,ARL_CN_19,412,CC,FO50,,16,573.8304
Corn,2019,ARL_CN_19,4,ARL_CN_19,414,CC,CTRL,,10,358.644
Corn,2020,ARL_CN_20,1,ARL_CN_20,103,CC,FO25,28.31,16.88,605.391072
Corn,2020,ARL_CN_20,1,ARL_CN_20,108,CC,CTRL,34.46666667,33.95,1217.59638
Corn,2020,ARL_CN_20,1,ARL_CN_20,110,CC,IM25,43.98666667,38.49,1380.420756
Corn,2020,ARL_CN_20,1,ARL_CN_20,113,CC,IM50,46.86333333,21.06,755.304264
Corn,2020,ARL_CN_20,1,ARL_CN_20,115,CC,FO50,37.61666667,29.75,1066.9659
Corn,2020,ARL_CN_20,2,ARL_CN_20,203,CC,FO25,35.34333333,18.41,660.263604
Corn,2020,ARL_CN_20,2,ARL_CN_20,208,CC,FO50,50.73666667,36.93,1324.472292
Corn,2020,ARL_CN_20,2,ARL_CN_20,210,CC,CTRL,42.34,30.01,1076.290644
Corn,2020,ARL_CN_20,2,ARL_CN_20,213,CC,IM50,35.55333333,12.79,458.705676
Corn,2020,ARL_CN_20,2,ARL_CN_20,215,CC,IM25,39.08,38.06,1364.999064
Corn,2020,ARL_CN_20,3,ARL_CN_20,303,CC,CTRL,34.75,20.77,744.903588
Corn,2020,ARL_CN_20,3,ARL_CN_20,308,CC,IM50,45.19666667,31.52,1130.445888
Corn,2020,ARL_CN_20,3,ARL_CN_20,310,CC,FO25,36.25666667,27.08,971.207952
Corn,2020,ARL_CN_20,3,ARL_CN_20,313,CC,IM25,44.04333333,20.09,720.515796
Corn,2020,ARL_CN_20,3,ARL_CN_20,315,CC,FO25,33.98,30.6,1097.45064
Corn,2020,ARL_CN_20,4,ARL_CN_20,403,CC,FO50,25.41666667,19.2,688.59648
Corn,2020,ARL_CN_20,4,ARL_CN_20,408,CC,IM25,37.24666667,36.86,1321.961784
Corn,2020,ARL_CN_20,4,ARL_CN_20,410,CC,IM50,30.57666667,28.58,1025.004552
Corn,2020,ARL_CN_20,4,ARL_CN_20,413,CC,CTRL,29.21666667,19.75,708.3219
Corn,2020,ARL_CN_20,4,ARL_CN_20,415,CC,IM25,37.81666667,13.78,494.211432
Corn,2019,HAV_CN_19,1,HAV_CN_19,103,CC,FO25,8.27,4.8,172.14912
Corn,2019,HAV_CN_19,1,HAV_CN_19,105,CC,FO50,4.976666667,3.9,139.87116
Corn,2019,HAV_CN_19,1,HAV_CN_19,108,CC,CTRL,6.846666667,3.6,129.11184
Corn,2019,HAV_CN_19,1,HAV_CN_19,111,CC,IM25,5.696666667,4.4,157.80336
Corn,2019,HAV_CN_19,1,HAV_CN_19,115,CC,IM50,6.64,1.8,64.55592
Corn,2019,HAV_CN_19,2,HAV_CN_19,203,CC,FO25,7.736666667,2.8,100.42032
Corn,2019,HAV_CN_19,2,HAV_CN_19,205,CC,IM50,8.036666667,3.4,121.93896
Corn,2019,HAV_CN_19,2,HAV_CN_19,208,CC,IM25,6.436666667,4.5,161.3898
Corn,2019,HAV_CN_19,2,HAV_CN_19,211,CC,FO50,6.043333333,5.3,190.08132
Corn,2019,HAV_CN_19,2,HAV_CN_19,215,CC,CTRL,4.523333333,3.3,118.35252
Corn,2019,HAV_CN_19,3,HAV_CN_19,303,CC,IM25,6.523333333,2.9,104.00676
Corn,2019,HAV_CN_19,3,HAV_CN_19,305,CC,CTRL,4.31,4,143.4576
Corn,2019,HAV_CN_19,3,HAV_CN_19,308,CC,IM25,5.39,3.4,121.93896
Corn,2019,HAV_CN_19,3,HAV_CN_19,311,CC,IM50,8.343333333,3.5,125.5254
Corn,2019,HAV_CN_19,3,HAV_CN_19,315,CC,FO25,7.48,3.1,111.17964
Corn,2019,HAV_CN_19,4,HAV_CN_19,403,CC,CTRL,5.486666667,3.1,111.17964
Corn,2019,HAV_CN_19,4,HAV_CN_19,405,CC,FO50,7.313333333,4.7,168.56268
Corn,2019,HAV_CN_19,4,HAV_CN_19,408,CC,IM50,5.083333333,7.6,272.56944
Corn,2019,HAV_CN_19,4,HAV_CN_19,411,CC,FO25,3.89,2.9,104.00676
Corn,2019,HAV_CN_19,4,HAV_CN_19,415,CC,IM25,4.803333333,2.8,100.42032
Corn,2020,HAV_CN_20,1,HAV_CN_20,103,CC,CTRL,26.28,37.6,1348.50144
Corn,2020,HAV_CN_20,1,HAV_CN_20,105,CC,IM25,56.58,30.7,1101.03708
Corn,2020,HAV_CN_20,1,HAV_CN_20,107,CC,IM50,51.55,28,1004.2032
Corn,2020,HAV_CN_20,1,HAV_CN_20,111,CC,FO50,44.12,15.1,541.55244
Corn,2020,HAV_CN_20,1,HAV_CN_20,115,CC,FO25,47.61,27.4,982.68456
Corn,2020,HAV_CN_20,2,HAV_CN_20,203,CC,FO25,33.3,31.5,1129.7286
Corn,2020,HAV_CN_20,2,HAV_CN_20,205,CC,FO50,61.81666667,36.9,1323.39636
Corn,2020,HAV_CN_20,2,HAV_CN_20,207,CC,CTRL,51.82666667,26.6,953.99304
Corn,2020,HAV_CN_20,2,HAV_CN_20,211,CC,IM50,36.86333333,17.5,627.627
Corn,2020,HAV_CN_20,2,HAV_CN_20,215,CC,IM50,46.56,16.1,577.41684
Corn,2020,HAV_CN_20,3,HAV_CN_20,303,CC,IM25,41.32333333,20.3,728.04732
Corn,2020,HAV_CN_20,3,HAV_CN_20,305,CC,CTRL,44.97666667,20.4,731.63376
Corn,2020,HAV_CN_20,3,HAV_CN_20,307,CC,FO50,45.14333333,19.6,702.94224
Corn,2020,HAV_CN_20,3,HAV_CN_20,311,CC,FO25,40.20333333,18.4,659.90496
Corn,2020,HAV_CN_20,3,HAV_CN_20,315,CC,IM25,46.18,21.3,763.91172
Corn,2020,HAV_CN_20,4,HAV_CN_20,403,CC,FO50,49.49666667,32.1,1151.24724
Corn,2020,HAV_CN_20,4,HAV_CN_20,405,CC,IM50,36.78333333,18.7,670.66428
Corn,2020,HAV_CN_20,4,HAV_CN_20,407,CC,FO25,48.60666667,30.4,1090.27776
Corn,2020,HAV_CN_20,4,HAV_CN_20,411,CC,IM25,47.39,19,681.4236
Corn,2020,HAV_CN_20,4,HAV_CN_20,415,CC,FO25,54.43,38.9,1395.12516
Corn,2019,LAN_CN_19,1,LAN_CN_19,103,CC,CTRL,32.36333333,16.44,589.610736
Corn,2019,LAN_CN_19,1,LAN_CN_19,106,CC,IM25,23.17333333,12.81,459.422964
Corn,2019,LAN_CN_19,1,LAN_CN_19,107,CC,IM50,17.21333333,9.1,326.36604
Corn,2019,LAN_CN_19,1,LAN_CN_19,112,CC,FO25,29.37,14.16,507.839904
Corn,2019,LAN_CN_19,1,LAN_CN_19,115,CC,FO50,20.01333333,12.26,439.697544
Corn,2019,LAN_CN_19,2,LAN_CN_19,203,CC,IM25,26.94333333,14.19,508.915836
Corn,2019,LAN_CN_19,2,LAN_CN_19,206,CC,CTRL,20.98333333,12.1,433.95924
Corn,2019,LAN_CN_19,2,LAN_CN_19,207,CC,FO50,25.59,13.71,491.700924
Corn,2019,LAN_CN_19,2,LAN_CN_19,212,CC,FO25,31.68333333,17.2,616.86768
Corn,2019,LAN_CN_19,2,LAN_CN_19,215,CC,IM50,20.18,13.76,493.494144
Corn,2019,LAN_CN_19,3,LAN_CN_19,303,CC,IM25,23.94,12.39,444.359916
Corn,2019,LAN_CN_19,3,LAN_CN_19,306,CC,FO25,28.66,16.13,578.492772
Corn,2019,LAN_CN_19,3,LAN_CN_19,307,CC,FO50,24.06666667,12.85,460.85754
Corn,2019,LAN_CN_19,3,LAN_CN_19,312,CC,CTRL,26.29333333,14.01,502.460244
Corn,2019,LAN_CN_19,3,LAN_CN_19,315,CC,IM50,20.56333333,10.5,376.5762
Corn,2019,LAN_CN_19,4,LAN_CN_19,403,CC,FO50,27.46,14.43,517.523292
Corn,2019,LAN_CN_19,4,LAN_CN_19,406,CC,IM25,32.15333333,19.65,704.73546
Corn,2019,LAN_CN_19,4,LAN_CN_19,407,CC,FO25,23.34,12.8,459.06432
Corn,2019,LAN_CN_19,4,LAN_CN_19,412,CC,CTRL,25.45666667,13.07,468.747708
Corn,2019,LAN_CN_19,4,LAN_CN_19,415,CC,IM50,24.19,13,466.2372
Corn,2020,LAN_CN_20,1,LAN_CN_20,103,CC,CTRL,8.583333333,9.94,356.492136
Corn,2020,LAN_CN_20,1,LAN_CN_20,105,CC,IM25,26.56666667,10.89,390.563316
Corn,2020,LAN_CN_20,1,LAN_CN_20,109,CC,IM50,22.84666667,10.98,393.791112
Corn,2020,LAN_CN_20,1,LAN_CN_20,111,CC,FO25,19.05666667,9.21,330.311124
Corn,2020,LAN_CN_20,1,LAN_CN_20,115,CC,FO50,23.23333333,16.22,581.720568
Corn,2020,LAN_CN_20,2,LAN_CN_20,203,CC,FO50,27.00666667,10.97,393.432468
Corn,2020,LAN_CN_20,2,LAN_CN_20,205,CC,FO25,23.79666667,12.86,461.216184
Corn,2020,LAN_CN_20,2,LAN_CN_20,209,CC,CTRL,26.36,13.78,494.211432
Corn,2020,LAN_CN_20,2,LAN_CN_20,211,CC,IM25,25.70666667,15.33,549.801252
Corn,2020,LAN_CN_20,2,LAN_CN_20,215,CC,IM50,31.36666667,9.76,350.036544
Corn,2020,LAN_CN_20,3,LAN_CN_20,303,CC,FO25,18.81,14.26,511.426344
Corn,2020,LAN_CN_20,3,LAN_CN_20,305,CC,FO50,28.67,11.12,398.812128
Corn,2020,LAN_CN_20,3,LAN_CN_20,309,CC,IM25,22.16333333,12.11,434.317884
Corn,2020,LAN_CN_20,3,LAN_CN_20,311,CC,IM50,28.32666667,19.51,699.714444
Corn,2020,LAN_CN_20,3,LAN_CN_20,315,CC,CTRL,25.45,12.8,459.06432
Corn,2020,LAN_CN_20,4,LAN_CN_20,403,CC,CTRL,26.68,9.49,340.353156
Corn,2020,LAN_CN_20,4,LAN_CN_20,405,CC,IM50,25.95,9.65,346.09146
Corn,2020,LAN_CN_20,4,LAN_CN_20,409,CC,FO50,27.45333333,13.34,478.431096
Corn,2020,LAN_CN_20,4,LAN_CN_20,411,CC,FO25,29.87333333,9.42,337.842648
Corn,2020,LAN_CN_20,4,LAN_CN_20,415,CC,IM25,24.05333333,11.39,408.495516
Soybean,2019,ARL_SB_19,1,ARL_SB_19,103,CC,CTRL,,10.6,380.16264
Soybean,2019,ARL_SB_19,1,ARL_SB_19,106,CC,ME25,,12.5,448.305
Soybean,2019,ARL_SB_19,1,ARL_SB_19,107,CC,ME50,,5.3,190.08132
Soybean,2019,ARL_SB_19,1,ARL_SB_19,112,CC,CL25,,10.7,383.74908
Soybean,2019,ARL_SB_19,1,ARL_SB_19,115,CC,CL50,,9.4,337.12536
Soybean,2019,ARL_SB_19,2,ARL_SB_19,203,CC,ME25,,4.4,157.80336
Soybean,2019,ARL_SB_19,2,ARL_SB_19,206,CC,CTRL,,2.9,104.00676
Soybean,2019,ARL_SB_19,2,ARL_SB_19,207,CC,CL25,,4.3,154.21692
Soybean,2019,ARL_SB_19,2,ARL_SB_19,212,CC,CL50,,4.8,172.14912
Soybean,2019,ARL_SB_19,2,ARL_SB_19,215,CC,ME50,,4.1,147.04404
Soybean,2019,ARL_SB_19,3,ARL_SB_19,303,CC,CL25,,6.7,240.29148
Soybean,2019,ARL_SB_19,3,ARL_SB_19,306,CC,ME50,,6.1,218.77284
Soybean,2019,ARL_SB_19,3,ARL_SB_19,307,CC,CL50,,6.6,236.70504
Soybean,2019,ARL_SB_19,3,ARL_SB_19,312,CC,CTRL,,8.2,294.08808
Soybean,2019,ARL_SB_19,3,ARL_SB_19,315,CC,ME25,,7.2,258.22368
Soybean,2019,ARL_SB_19,4,ARL_SB_19,403,CC,CL50,,7.9,283.32876
Soybean,2019,ARL_SB_19,4,ARL_SB_19,406,CC,ME25,,,
Soybean,2019,ARL_SB_19,4,ARL_SB_19,407,CC,CL25,,10.4,372.98976
Soybean,2019,ARL_SB_19,4,ARL_SB_19,412,CC,ME50,,8.6,308.43384
Soybean,2019,ARL_SB_19,4,ARL_SB_19,415,CC,CTRL,,6.5,233.1186
Soybean,2020,ARL_SB_20,1,ARL_SB_20,102,CC,CL25,13.12333333,9.92,35.5774848
Soybean,2020,ARL_SB_20,1,ARL_SB_20,105,CC,ME50,38.53666667,19.93,715.0817567
Soybean,2020,ARL_SB_20,1,ARL_SB_20,108,CC,CTRL,33.33333333,28.36,1017.547347
Soybean,2020,ARL_SB_20,1,ARL_SB_20,110,CC,CL50,29.94666667,18.94,679.5608867
Soybean,2020,ARL_SB_20,1,ARL_SB_20,113,CC,ME25,28.56333333,21.45,769.61885
Soybean,2020,ARL_SB_20,2,ARL_SB_20,202,CC,CL25,29.69333333,14.94,536.04222
Soybean,2020,ARL_SB_20,2,ARL_SB_20,205,CC,ME25,32.71,26.69,957.6283033
Soybean,2020,ARL_SB_20,2,ARL_SB_20,208,CC,CL50,32.99333333,22.94,823.0795533
Soybean,2020,ARL_SB_20,2,ARL_SB_20,210,CC,CTRL,26.84333333,21.01,753.8317967
Soybean,2020,ARL_SB_20,2,ARL_SB_20,213,CC,ME50,25.02666667,19.39,695.7067367
Soybean,2020,ARL_SB_20,3,ARL_SB_20,302,CC,CTRL,31.48,25.91,929.6421633
Soybean,2020,ARL_SB_20,3,ARL_SB_20,305,CC,CL50,30.03,23,825.2323333
Soybean,2020,ARL_SB_20,3,ARL_SB_20,308,CC,ME50,32.64666667,25.29,907.39677
Soybean,2020,ARL_SB_20,3,ARL_SB_20,310,CC,CL25,31.90333333,22.04,790.7878533
Soybean,2020,ARL_SB_20,3,ARL_SB_20,313,CC,ME25,31.99333333,28.31,1015.753363
Soybean,2020,ARL_SB_20,4,ARL_SB_20,402,CC,CL50,42.4,31.52,1130.927093
Soybean,2020,ARL_SB_20,4,ARL_SB_20,405,CC,CL25,33.22333333,27.07,971.2625767
Soybean,2020,ARL_SB_20,4,ARL_SB_20,408,CC,ME25,38.94,24.25,870.0819167
Soybean,2020,ARL_SB_20,4,ARL_SB_20,410,CC,ME50,34.43666667,18.08,648.7043733
Soybean,2020,ARL_SB_20,4,ARL_SB_20,413,CC,CTRL,28.62,22.51,807.6512967
Soybean,2019,HAV_SB_19,1,HAV_SB_19,102,CC,ME50,11.7,4.6,164.97624
Soybean,2019,HAV_SB_19,1,HAV_SB_19,106,CC,CL50,5.636666667,2.5,89.661
Soybean,2019,HAV_SB_19,1,HAV_SB_19,108,CC,CTRL,7.383333333,2.1,75.31524
Soybean,2019,HAV_SB_19,1,HAV_SB_19,112,CC,CL25,4.78,2.4,86.07456
Soybean,2019,HAV_SB_19,1,HAV_SB_19,114,CC,ME25,7.823333333,3.2,114.76608
Soybean,2019,HAV_SB_19,2,HAV_SB_19,202,CC,CTRL,8.846666667,3.4,121.93896
Soybean,2019,HAV_SB_19,2,HAV_SB_19,206,CC,CL50,8.426666667,3.8,136.28472
Soybean,2019,HAV_SB_19,2,HAV_SB_19,208,CC,CL25,3.656666667,2.5,89.661
Soybean,2019,HAV_SB_19,2,HAV_SB_19,212,CC,ME25,7.363333333,5.7,204.42708
Soybean,2019,HAV_SB_19,2,HAV_SB_19,214,CC,ME50,5.666666667,3.6,129.11184
Soybean,2019,HAV_SB_19,3,HAV_SB_19,302,CC,CL50,6.76,3.7,132.69828
Soybean,2019,HAV_SB_19,3,HAV_SB_19,306,CC,ME25,10.45666667,4,143.4576
Soybean,2019,HAV_SB_19,3,HAV_SB_19,308,CC,CTRL,6.886666667,5.1,182.90844
Soybean,2019,HAV_SB_19,3,HAV_SB_19,312,CC,CL25,9.896666667,6,215.1864
Soybean,2019,HAV_SB_19,3,HAV_SB_19,314,CC,ME50,10.38,2.5,89.661
Soybean,2019,HAV_SB_19,4,HAV_SB_19,402,CC,ME25,8.53,5.6,200.84064
Soybean,2019,HAV_SB_19,4,HAV_SB_19,406,CC,CL25,6.486666667,3,107.5932
Soybean,2019,HAV_SB_19,4,HAV_SB_19,408,CC,CTRL,7.576666667,3.5,125.5254
Soybean,2019,HAV_SB_19,4,HAV_SB_19,412,CC,CL50,7.93,3,107.5932
Soybean,2019,HAV_SB_19,4,HAV_SB_19,414,CC,ME50,9.7,4.6,164.97624
Soybean,2020,HAV_SB_20,1,HAV_SB_20,103,CC,CTRL,26.28,13.8,494.92872
Soybean,2020,HAV_SB_20,1,HAV_SB_20,105,CC,ME25,26.42333333,13,466.2372
Soybean,2020,HAV_SB_20,1,HAV_SB_20,109,CC,ME50,30.02666667,9.1,326.36604
Soybean,2020,HAV_SB_20,1,HAV_SB_20,110,CC,CL25,35.50666667,12.9,462.65076
Soybean,2020,HAV_SB_20,1,HAV_SB_20,114,CC,CL50,28.62,9.8,351.47112
Soybean,2020,HAV_SB_20,2,HAV_SB_20,203,CC,ME50,33.3,18.7,670.66428
Soybean,2020,HAV_SB_20,2,HAV_SB_20,205,CC,CTRL,27.27,11.8,423.19992
Soybean,2020,HAV_SB_20,2,HAV_SB_20,209,CC,CL25,30.33333333,10.6,380.16264
Soybean,2020,HAV_SB_20,2,HAV_SB_20,210,CC,CL50,34.82,9.3,333.53892
Soybean,2020,HAV_SB_20,2,HAV_SB_20,214,CC,ME25,35.31666667,16.8,602.52192
Soybean,2020,HAV_SB_20,3,HAV_SB_20,303,CC,CL25,31.89666667,12.4,444.71856
Soybean,2020,HAV_SB_20,3,HAV_SB_20,305,CC,CL50,31.63666667,11.3,405.26772
Soybean,2020,HAV_SB_20,3,HAV_SB_20,309,CC,ME25,27.67333333,9.7,347.88468
Soybean,2020,HAV_SB_20,3,HAV_SB_20,310,CC,ME50,22.83666667,10.6,380.16264
Soybean,2020,HAV_SB_20,3,HAV_SB_20,314,CC,CTRL,25.00333333,11.7,419.61348
Soybean,2020,HAV_SB_20,4,HAV_SB_20,403,CC,CL50,26.37666667,14.8,530.79312
Soybean,2020,HAV_SB_20,4,HAV_SB_20,405,CC,ME50,38.75333333,12.1,433.95924
Soybean,2020,HAV_SB_20,4,HAV_SB_20,409,CC,CTRL,29.6,10.3,369.40332
Soybean,2020,HAV_SB_20,4,HAV_SB_20,410,CC,ME25,31.22,13.4,480.58296
Soybean,2020,HAV_SB_20,4,HAV_SB_20,414,CC,CL25,32.47,19.1,685.01004
Soybean,2019,LAN_SB_19,1,LAN_SB_19,103,CC,CTRL,34.87666667,16.42,588.893448
Soybean,2019,LAN_SB_19,1,LAN_SB_19,106,CC,ME25,31.61333333,14.73,528.282612
Soybean,2019,LAN_SB_19,1,LAN_SB_19,107,CC,ME50,35.91666667,18.72,671.381568
Soybean,2019,LAN_SB_19,1,LAN_SB_19,112,CC,CL25,38.99333333,21.19,759.966636
Soybean,2019,LAN_SB_19,1,LAN_SB_19,115,CC,CL50,51.77,34.39,1233.376716
Soybean,2019,LAN_SB_19,2,LAN_SB_19,203,CC,ME25,45.36666667,22.28,799.058832
Soybean,2019,LAN_SB_19,2,LAN_SB_19,206,CC,CTRL,33.8,16.85,604.31514
Soybean,2019,LAN_SB_19,2,LAN_SB_19,207,CC,CL50,37.40666667,21.9,785.43036
Soybean,2019,LAN_SB_19,2,LAN_SB_19,212,CC,CL25,37.53666667,21.42,768.215448
Soybean,2019,LAN_SB_19,2,LAN_SB_19,215,CC,ME50,49.81333333,29.46,1056.565224
Soybean,2019,LAN_SB_19,3,LAN_SB_19,303,CC,ME25,34.78666667,19.26,690.748344
Soybean,2019,LAN_SB_19,3,LAN_SB_19,306,CC,CL25,30.29,14.67,526.130748
Soybean,2019,LAN_SB_19,3,LAN_SB_19,307,CC,CL50,37.88,19.31,692.541564
Soybean,2019,LAN_SB_19,3,LAN_SB_19,312,CC,CTRL,34.66333333,22.63,811.611372
Soybean,2019,LAN_SB_19,3,LAN_SB_19,315,CC,ME50,47.33,27.48,985.553712
Soybean,2019,LAN_SB_19,4,LAN_SB_19,403,CC,CL50,34.44333333,17.6,631.21344
Soybean,2019,LAN_SB_19,4,LAN_SB_19,406,CC,ME25,27.44666667,13.37,479.507028
Soybean,2019,LAN_SB_19,4,LAN_SB_19,407,CC,CL25,43.67333333,22.33,800.852052
Soybean,2019,LAN_SB_19,4,LAN_SB_19,412,CC,CTRL,34.85333333,24.4,875.09136
Soybean,2019,LAN_SB_19,4,LAN_SB_19,415,CC,ME50,39.75,21.8,781.84392
Soybean,2020,LAN_SB_20,1,LAN_SB_20,103,CC,CTRL,15.69666667,11.63,417.102972
Soybean,2020,LAN_SB_20,1,LAN_SB_20,106,CC,ME25,23.15,18.27,655.242588
Soybean,2020,LAN_SB_20,1,LAN_SB_20,108,CC,ME50,18.29,9.13,327.441972
Soybean,2020,LAN_SB_20,1,LAN_SB_20,111,CC,CL25,17.07,25.81,925.660164
Soybean,2020,LAN_SB_20,1,LAN_SB_20,113,CC,CL50,18.6,11.86,425.351784
Soybean,2020,LAN_SB_20,2,LAN_SB_20,203,CC,ME50,21.09666667,17.45,625.83378
Soybean,2020,LAN_SB_20,2,LAN_SB_20,206,CC,CTRL,26.70333333,22.81,818.066964
Soybean,2020,LAN_SB_20,2,LAN_SB_20,208,CC,CL50,21.38,11.33,406.343652
Soybean,2020,LAN_SB_20,2,LAN_SB_20,211,CC,ME25,20.12333333,40.34,1446.769896
Soybean,2020,LAN_SB_20,2,LAN_SB_20,213,CC,CL25,22.42,9.08,325.648752
Soybean,2020,LAN_SB_20,3,LAN_SB_20,303,CC,CL50,24.91,15.48,555.180912
Soybean,2020,LAN_SB_20,3,LAN_SB_20,306,CC,CL25,31.13,25.79,924.942876
Soybean,2020,LAN_SB_20,3,LAN_SB_20,308,CC,CTRL,29.17666667,21.31,764.270364
Soybean,2020,LAN_SB_20,3,LAN_SB_20,311,CC,ME50,29.83666667,29.14,1045.088616
Soybean,2020,LAN_SB_20,3,LAN_SB_20,313,CC,ME25,23.80666667,14.13,506.763972
Soybean,2020,LAN_SB_20,4,LAN_SB_20,403,CC,CL25,19.39333333,9.31,333.897564
Soybean,2020,LAN_SB_20,4,LAN_SB_20,406,CC,CL50,24.85333333,27.77,995.954388
Soybean,2020,LAN_SB_20,4,LAN_SB_20,408,CC,ME25,26.56,13.02,466.954488
Soybean,2020,LAN_SB_20,4,LAN_SB_20,411,CC,CTRL,26.38333333,14.46,518.599224
Soybean,2020,LAN_SB_20,4,LAN_SB_20,413,CC,ME50,25.57333333,8.52,305.564688
